"","parameter_group","counts","procedure","GroupingTerm","lnCVR","lnCVR_lower","lnCVR_upper","lnCVR_se","lnVR","lnVR_lower","lnVR_upper","lnVR_se","lnRR","lnRR_lower","lnRR_upper","lnRR_se"
"57","end-systolic diameter",1,"Echo","Heart",-0.00841760647489389,-0.0780811196480269,0.0612459066982391,0.0355432618775804,0.0668965848731166,-0.00166922752779808,0.135462397274031,0.034983200171918,0.0763195013551024,0.0451135759020109,0.107525426808194,0.0159216831019549
"58","fasted blood glucose concentration",1,"Intraperitoneal glucose tolerance test (IPGTT)","Metabolism",-0.0177244662178262,-0.125685515137864,0.0902365827022113,0.055083179982704,0.0702823917359674,-0.0302438950594148,0.17080867853135,0.0512898642976712,0.0868419960062144,0.0493007439611176,0.124383248051311,0.0191540519832085
"59","fat mass",1,"Body Composition (DEXA lean/fat)","Morphology",0.0408798922388295,-0.0430148599739956,0.124774644451655,0.0428042315443428,0.371431325566809,0.269878981041524,0.472983670092094,0.0518133727590491,0.328208035064321,0.26690317595413,0.389512894174512,0.0312785640928894
"60","fat/body weight",1,"Body Composition (DEXA lean/fat)","Morphology",0.0777327433604319,-0.0119734953235176,0.167438982044381,0.045769330146646,0.20207764644943,0.108355724364542,0.295799568534319,0.047818185856554,0.123529209826989,0.0638629096414018,0.183195510012576,0.0304425492795925
"61","forelimb and hindlimb grip strength measurement mean",1,"Grip Strength","Morphology",0.0578158110856584,0.00399978567875225,0.111631836492565,0.0274576603608026,0.114598562065552,0.0530520694068452,0.176145054724258,0.0314018487809864,0.0541888305939944,0.0294838349892774,0.0788938261987113,0.012604821210791
"62","forelimb grip strength measurement mean",1,"Grip Strength","Morphology",0.0265050658751225,-0.0187240098970985,0.0717341416473435,0.023076483103252,0.0995076466946559,0.0539739740634614,0.14504131932585,0.0232318925196373,0.0697060695790725,0.043862511620199,0.0955496275379461,0.0131857310454295
"63","fractional shortening",1,"Echo","Heart",-0.0148852343511858,-0.116166601813174,0.0863961331108021,0.051675116614837,-0.0575325892140377,-0.155855892897875,0.0407907144697996,0.0501658726687832,-0.0413497793882228,-0.0567104886140651,-0.0259890701623806,0.00783724055493141
"64","free fatty acids",1,"Clinical Chemistry","Physiology",0.0281575846542797,-0.100253125108257,0.156568294416817,0.0655168721340923,0.0554108888374304,-0.0736861475939077,0.184507925268769,0.065867045236361,0.0193783034860459,-0.00937003345322977,0.0481266404253215,0.0146677883706226
"65","fructosamine",1,"Clinical Chemistry","Physiology",-0.0397863782868146,-0.119880099901359,0.0403073433277301,0.0408648945829177,-0.067823132524459,-0.151353753749563,0.0157074887006446,0.042618447014324,-0.0283579025241526,-0.069244725624392,0.0125289205760867,0.0208610073566399
"66","glucose",1,"Clinical Chemistry","Physiology",0.0692600697882126,0.0184025283582094,0.120117611218216,0.0259482020236907,0.127947331957077,0.0423000838719866,0.213594580042167,0.0436983785215772,0.0650887378836826,0.0218496238948314,0.108327851872534,0.022061177822611
"67","hdl-cholesterol",1,"Clinical Chemistry","Physiology",-0.0650177278098104,-0.125578625127777,-0.00445683049184367,0.0308989847750588,0.172435393787098,0.0701061922098652,0.274764595364331,0.0522097356810598,0.260696122488738,0.218042125342581,0.303350119634895,0.0217626433355951
"68","heart weight",1,"Heart Weight","Morphology",0.176683152120782,0.0672842674545645,0.286082036786999,0.0558167831292522,0.365180604608409,0.216983964454408,0.513377244762411,0.0756119200775921,0.173761541779128,0.140903735824771,0.206619347733485,0.016764494762932
"69","heart weight normalised against body weight",1,"Heart Weight","Morphology",0.0794303491221347,-0.00605910807788723,0.164919806322157,0.0436178714886355,0.0355573545227969,-0.0973271780316691,0.168441887077263,0.0677994767264308,-0.0495577540976255,-0.0835808891706862,-0.0155346190245648,0.0173590613610407
"70","hematocrit",1,"Hematology","Hematology",0.0566356384943593,-0.051686201332849,0.164957478321568,0.0552672603586786,0.0737071004707782,-0.0328632414366423,0.180277442378199,0.0543736225502273,0.0173966533706382,0.00351789625802802,0.0312754104832483,0.00708112864424244
"71","hemoglobin",1,"Hematology","Hematology",0.0866999939848674,0.0269935950099052,0.14640639295983,0.0304630082215381,0.0867345169014663,0.0194022157466768,0.154066818056256,0.034353846134877,0.00519918240020307,-0.00802157956160852,0.0184199443620147,0.00674541066371386
"72","hr",1,"Electrocardiogram (ECG)","Heart",-0.0634490462075372,-0.173469914175039,0.0465718217599644,0.0561341273795499,-0.0140315395352765,-0.148847406663877,0.120784327593323,0.0687848696159778,0.0406617206901021,-0.0139213882374088,0.095244829617613,0.0278490366956003
"73","hrv",1,"Electrocardiogram (ECG)","Heart",0.172259305270563,0.109429400682503,0.235089209858622,0.03205666281812,-0.081322545300297,-0.212546234289244,0.0499011436886499,0.0669520919894563,-0.250499044746051,-0.36574357765014,-0.135254511841961,0.0587993115246625
"74","initial response to glucose challenge",1,"Intraperitoneal glucose tolerance test (IPGTT)","Metabolism",-0.0968820902801198,-0.150378030938353,-0.0433861496218865,0.0272943488146734,0.0429971430726183,0.0141806502095845,0.071813635935652,0.0147025624400931,0.118362579982768,0.0853242352997882,0.151400924665749,0.0168566080517716
"75","insulin",1,"Insulin Blood Level","Metabolism",-0.0993292073131371,-0.37219749817764,0.173539083551366,0.1392210739671,0.177400250301758,-0.193809085149977,0.548609585753492,0.189395998283533,0.444545503799897,0.0944497628814881,0.794641244718306,0.178623558228579
"76","iron",1,"Clinical Chemistry","Physiology",-0.0974213617706401,-0.214173692555035,0.0193309690137549,0.0595686102935169,-0.253489772048537,-0.396364839476455,-0.110614704620619,0.072896782060741,-0.152797685027166,-0.193030720201718,-0.112564649852614,0.0205274359589793
"77","lactate dehydrogenase",1,"Clinical Chemistry","Physiology",0.0941248647913689,-0.0214021763710744,0.209651905953812,0.058943451039767,0.140926960047427,-0.0620594087141799,0.343913328809034,0.103566376914442,0.0318800617585246,-0.141221762902858,0.204981886419907,0.0883188803604494
"78","latency to center entry",1,"Open Field","Behaviour",0.125423904248706,0.033018479214836,0.217829329282576,0.0471464913451229,0.364122072128733,0.205600024385081,0.522644119872385,0.0808800819780637,0.273451883045528,0.0739365893535821,0.472967176737475,0.101795387703906
"79","ldl-cholesterol",1,"Clinical Chemistry","Physiology",0.423164408001252,0.155177568170409,0.691151247832096,0.136730491960408,0.266928335907606,-0.0956832843408902,0.629539956156101,0.185009328288035,-0.161549885482453,-0.601047805982904,0.277948035017999,0.224237753329732
"80","lean mass",1,"Body Composition (DEXA lean/fat)","Morphology",0.143575615064823,0.075934236956278,0.211216993173369,0.0345115413559086,0.338244686145899,0.266486295078125,0.410003077213672,0.03661209677004,0.192894507101764,0.175242516505763,0.210546497697765,0.00900628314358731
"81","lean/body weight",1,"Body Composition (DEXA lean/fat)","Morphology",0.195383284158151,0.0912479860091652,0.299518582307137,0.0531312304564737,0.184078565883634,0.0863764116118185,0.281780720155449,0.0498489538800087,-0.0122785157064115,-0.0257504329232566,0.00119340151043367,0.00687355345460931
"82","left anterior chamber depth",1,"Eye Morphology","Eye",-0.185485591487958,-0.430505843260967,0.0595346602850501,0.125012629673656,-0.153498348515742,-0.400728333603626,0.0937316365721416,0.12614006534712,0.0331746294796231,0.0284171970230046,0.0379320619362416,0.00242730605977686
"83","left corneal thickness",1,"Eye Morphology","Eye",-0.144663419654305,-0.233994954215325,-0.0553318850932844,0.0455781510607623,-0.135225246933927,-0.223417775843998,-0.0470327180238557,0.044997015050135,0.00752828283278639,-0.00570824454553272,0.0207648102111055,0.00675345439137002
"84","left inner nuclear layer",1,"Eye Morphology","Eye",0.0480458186975746,-0.0360705879021256,0.132162225297275,0.0429173225953129,0.0487217210835576,-0.0347622325605619,0.132205674727677,0.0425946365865037,0.000695575472639156,-0.00950115027189215,0.0108923012171705,0.00520250669142993
"85","left outer nuclear layer",1,"Eye Morphology","Eye",-0.067501217171427,-0.151166557244968,0.0161641229021141,0.0426871823836982,-0.0618025475484382,-0.145286501192558,0.0216814060956812,0.0425946365865037,0.00638113344705943,0.00117015358086353,0.0115921133132553,0.00265871205149658
"86","left posterior chamber depth",1,"Eye Morphology","Eye",-0.263104583158927,-0.473475592661916,-0.0527335736559367,0.10733411999525,-0.268736034627381,-0.479003464287714,-0.0584686049670481,0.10728127216566,-0.00260271213037515,-0.0146654601006027,0.00946003583985244,0.00615457634190067
"87","left total retinal thickness",1,"Eye Morphology","Eye",-0.197576978658038,-0.438662657014126,0.0435086996980504,0.123005157369085,-0.193264759521927,-0.426975148027196,0.0404456289833416,0.119242185238477,0.00279954126411981,-0.00349068655720907,0.00908976908544869,0.00320935888156384
"88","locomotor activity",1,"Combined SHIRPA and Dysmorphology","Behaviour",0.0960105614991179,0.0224214241149664,0.169599698883269,0.0375461681768712,-0.0159064242883493,-0.0579694125331061,0.0261565639564075,0.0214611026409385,-0.11058026090606,-0.176104341353813,-0.0450561804583067,0.0334312675970571
"89","lvawd",1,"Echo","Heart",0.022892407165533,-0.0247048260466976,0.0704896403777636,0.0242847488972611,0.0454075203363134,-0.0013248869923592,0.0921399276649859,0.0238435030935731,0.0246613592698746,0.0114095055407916,0.0379132129989576,0.00676127410177531
"90","lvaws",1,"Echo","Heart",-0.00177489271766445,-0.25175805085004,0.248208265414711,0.127544771283662,0.0232600878422666,-0.177661724058981,0.224181899743515,0.102513012221701,0.0112568987966415,-0.030607306679436,0.053121104272719,0.0213596809973535
"91","lvidd",1,"Echo","Heart",0.0453256492148768,-0.0241891575370038,0.114840455966757,0.0354673898603263,0.0981450075155019,0.0208146011314475,0.175475413899556,0.0394550139665967,0.0528052500040249,0.0378668657477809,0.0677436342602689,0.00762176467224709
"92","lvids",1,"Echo","Heart",-0.0635228240273153,-0.199094725959675,0.072049077905045,0.0691706087467597,0.0083351937912525,-0.13358941931814,0.150259806900645,0.0724118474772373,0.0756176645872806,0.052577744243476,0.0986575849310851,0.0117552774058812
"93","lvpwd",1,"Echo","Heart",-0.0317375501871094,-0.125806193631609,0.0623310932573897,0.0479950877600306,-0.0104247775503865,-0.127192152896437,0.106342597795664,0.0595762862313273,0.0302673940209863,0.0131900226328791,0.0473447654090936,0.00871310469111238
"94","lvpws",1,"Echo","Heart",-0.0190521573061861,-0.101467049542285,0.0633627349299129,0.0420491870698529,0.00895915287400174,-0.0823356458608543,0.100253951608858,0.0465798348617514,0.0268487265085063,0.00631460692087901,0.0473828460961336,0.0104767841397076
"95","magnesium",1,"Urinalysis","Physiology",0.016169856510856,-0.0231195618683753,0.0554592748900872,0.0200459899718266,-0.0513055817429568,-0.11670206082877,0.014090897342856,0.0333661636650734,-0.0413354482869803,-0.113557982797806,0.0308870862238452,0.0368489090006284
"96","mean cell hemoglobin concentration",1,"Hematology","Hematology",0.0378014746773751,-0.0880636861039414,0.163666635458692,0.0642180987886129,0.0253062931382189,-0.108607631080345,0.159220217356783,0.0683246862058998,-0.0113450395263266,-0.0150701907272264,-0.00761988832542691,0.00190062227177808
"97","mean cell volume",1,"Hematology","Hematology",0.00391751168410218,-0.095749498031284,0.103584521399488,0.0508514495682303,-0.00304471760742554,-0.0961742266430247,0.0900847914281736,0.0475159287467489,-0.00635017687587591,-0.00996490251923697,-0.00273545123251485,0.00184428166633344
"98","mean corpuscular hemoglobin",1,"Hematology","Hematology",-0.00258333344055638,-0.0653064610414943,0.0601397941603815,0.0320021837624007,-0.0193464632197468,-0.0824669902355563,0.0437740637960626,0.0322049422916421,-0.0169767526914952,-0.019723050467993,-0.0142304549149974,0.00140119808229145
"99","mean platelet volume",1,"Hematology","Hematology",0.0487365948067226,-0.00446875919983715,0.101941948813282,0.0271460875945868,0.0353913443003191,-0.0210322849680689,0.0918149735687072,0.0287880949412594,-0.0174066172337137,-0.0276043770404878,-0.00720885742693963,0.0052030342839015
"100","mean r amplitude",1,"Electrocardiogram (ECG)","Heart",0.00847033609971543,-0.028209183376019,0.0451498555754498,0.0187143844300496,-0.0948208483447253,-0.163049534339028,-0.0265921623504224,0.03481119374258,-0.0835612308489133,-0.150310834438904,-0.0168116272589222,0.0340565459959996
"101","mean sr amplitude",1,"Electrocardiogram (ECG)","Heart",0.0284617452087829,-0.0131943185190886,0.0701178089366544,0.021253484276471,-0.0876810954018074,-0.127077691869795,-0.0482844989338195,0.0201006736749977,-0.113025893230951,-0.155804780652348,-0.0702470058095541,0.0218263640346616
"102","number of center entries",1,"Open Field","Behaviour",0.0150703353636303,-0.0534906610011098,0.0836313317283705,0.0349807429654527,-0.0361258778204716,-0.0952472230916803,0.0229954674507372,0.0301645059488595,-0.0588092391962368,-0.167990731123385,0.0503722527309112,0.0557058664283414
"103","number of rears - total",1,"Open Field","Behaviour",-0.00113261607403932,-0.11411130547109,0.111846073323012,0.0576432476760862,0.186949016644197,-0.0392421936406505,0.413140226929044,0.115405799325403,0.179432794956193,0.0568682042036974,0.301997385708689,0.0625341035443863
"104","others",1,"Immunophenotyping","Immunology",-0.168490229377168,-0.259664817358937,-0.077315641395398,0.0465185017178597,-0.151519506929325,-0.243595639916115,-0.0594433739425346,0.0469784821114444,0.0196158302621091,0.00493491665125434,0.0342967438729638,0.00749039968420639
"105","pdcs",1,"Immunophenotyping","Immunology",-0.173255336007237,-0.400384513441652,0.0538738414271776,0.115884362787266,-0.257249071938672,-0.718620064847224,0.20412192096988,0.235397689216632,-0.0915619278908866,-0.252223584621018,0.0690997288392451,0.0819717392755226
"106","percentage center time",1,"Open Field","Behaviour",-0.0219678957038693,-0.0863183809840133,0.0423825895762747,0.0328324835495613,-0.0188907084828232,-0.0912088219242936,0.0534274049586472,0.0368976746572419,-0.00618018002458022,-0.09725415500611,0.0848937949569495,0.0464671676111957
"107","periphery average speed",1,"Open Field","Behaviour",-0.0444271701330571,-0.108287043169721,0.0194327029036065,0.0325821665808056,-0.140130372385316,-0.211770913912335,-0.0684898308582966,0.0365519683484546,-0.0963838101330539,-0.144604318594817,-0.0481633016712909,0.0246027523169406
